x1,ep_assets_id,province,licence_number,uwi,current_operator,current_operator_parent,current_operator_parent_name,licensee,licensee_parent_company,licensee_parent_company_name,licence_date,current_status,current_status_standardised,well_type,well_type_standardised,confidential_release_date,abandon_date,surf_abandon_date,well_name,formation,field,pool,survey_system,surf_location,surf_township,surf_meridian,surf_range,surf_section,surf_lsd,surf_longitude,surf_latitude,surf_township_range,surf_quarter_unit,surf_unit,surf_block,surf_nts_map_sheet,surf_series,surf_area,surf_sheet,surf_quarter_section,bh_location,bh_township_range,bh_quarter_unit,bh_unit,bh_block,bh_nts_map_sheet,bh_series,bh_area,bh_sheet,bh_quarter_section,bh_longitude,bh_latitude,bh_township,bh_meridian,bh_range,bh_section,bh_lsd,ground_elevation,kb_elevation,total_depth,lahee_class,confidential,surface_owner,os_area,os_deposit,drilling_contractor,spud_date,final_drill_date,rig_release_date,days_drilling,drill_metres_per_day,tvd,well_profile,country,regulatory_agency,psac_area_code,psac_area_name,projected_depth,status_date,status_source,unit_id,unit_name,unit_flag,municipality,completion_date,agent,completed_flag,perf_flag,match,lateral_dist_m,cum_condensate_production_bbls,cum_gas_production_m_mcf,cum_oil_production_bbls,cum_production_hours,cum_water_production_bbls,prod_hours_vs_drill_date
1260,2617373,Alberta,0492005,100073304507W500,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,2018-11-13T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,TAC 9-31 HZ PEMBINA 7-33-45-7,Cardium,Pembina,Cardium,DLS,09-31-045-07-W5,45,W5,7,31,9,-114.99568000000001,52.924659,045-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,07-33-045-07-W5,045-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.95023300000001,52.92153199999999,45,W5,7,33,7,902.3,907.2,4683,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-01-12T00:00:00Z,2019-01-20T00:00:00Z,2019-01-22T00:00:00Z,8,585.38,1667.38,Directional,Canada,AER,AB2,Foothills Front,4441,2019-02-22T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,3077.811660355831,0,352.03205232,9246.63498,8083,0,6.351204395162305e-5
1261,2620029,Alberta,0493428,100023304507W502,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,2019-01-14T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,TAC 9-31 HZ PEMBINA 2-33-45-7,Cardium,Pembina,Cardium,DLS,09-31-045-07-W5,45,W5,7,31,9,-114.99583,52.924663,045-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,02-33-045-07-W5,045-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.950224,52.917883999999994,45,W5,7,33,2,902.2,907.2,4978,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-01-23T00:00:00Z,2019-02-06T00:00:00Z,2019-02-09T00:00:00Z,14,355.57,1666.93,Directional,Canada,AER,AB2,Foothills Front,NA,2019-02-22T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,3160.3348863200954,0,456.0376698,12588.40572,8205,0,6.373508575689784e-5
1262,2583399,Alberta,0472864,100013004507W500,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,2014-12-09T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,TAC PEMBINA 1-30-45-7,Cardium,Pembina,Cardium,DLS,09-31-045-07-W5,45,W5,7,31,9,-114.995236,52.924657999999994,045-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,01-30-045-07-W5,045-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.994252,52.90330600000001,45,W5,7,30,1,903.1,907.4,4133.6,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Excalibur Drilling Ltd,2015-08-26T00:00:00Z,2015-09-09T00:00:00Z,2015-09-12T00:00:00Z,14,295.26,1672.65,Horizontal,Canada,AER,AB2,Foothills Front,3945,2015-10-15T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2378.2253651351966,0,896.7663738,30980.4099,34814,0,0.0016513926836672738
1263,2589450,Alberta,0477071,100042904507W500,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,2015-10-05T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TAC HZ PEMBINA 4-29-45-7,Cardium,Pembina,Cardium,DLS,09-31-045-07-W5,45,W5,7,31,9,-114.99508700000001,52.924657999999994,045-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,04-29-045-07-W5,045-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.987067,52.903293999999995,45,W5,7,29,4,903.5,907.2,4259,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Excalibur Drilling Ltd,2016-08-14T00:00:00Z,2016-08-27T00:00:00Z,2016-08-29T00:00:00Z,13,327.62,1672.86,Horizontal,Canada,AER,AB2,Foothills Front,4154,2016-09-21T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2439.110215281114,0,823.22683428,29319.9027,27214,618.2873400000001,5.275994168372728e-4
1264,2591104,Alberta,0478226,100122204507W500,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,2015-12-04T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,TAC HZ PEMBINA 12-22-45-7,Cardium,Pembina,Cardium,DLS,16-28-045-07-W5,45,W5,7,28,16,-114.949436,52.915788,045-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,12-22-045-07-W5,045-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.93958300000001,52.894968999999996,45,W5,7,22,12,961.7,961.7,4324,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Excalibur Drilling Ltd,2015-12-11T00:00:00Z,2016-01-16T00:00:00Z,2016-01-18T00:00:00Z,36,120.11,1712.06,Horizontal,Canada,AER,AB2,Foothills Front,4306.4,2016-02-16T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2410.9324234155324,0,1118.61747888,29594.13798,33057,435.25415999999996,0.001025748436103664
1265,2591103,Alberta,0478225,100092104507W500,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,2015-12-04T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,TAC HZ PEMBINA 9-21-45-7,Cardium,Pembina,Cardium,DLS,16-28-045-07-W5,45,W5,7,28,16,-114.94965900000001,52.915789000000004,045-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,09-21-045-07-W5,045-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.94683700000002,52.895005000000005,45,W5,7,21,9,961.7,966.2,3938.8,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Excalibur Drilling Ltd,2015-12-09T00:00:00Z,2016-01-30T00:00:00Z,2016-02-01T00:00:00Z,52,75.75,1719.34,Horizontal,Canada,AER,AB2,Foothills Front,4038.8,2016-02-17T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2321.7969879096227,0,1000.69076724,27483.910079999998,33278,0,9.9525074169777e-4
1266,2621546,Alberta,0494970,102112204005W500,Baccalieu Energy Inc.,8660,China Oil And Gas Group Limited,Baccalieu Energy Inc.,8660,China Oil And Gas Group Limited,2019-06-25T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,BACCALIEU HZ 102 WILLGR 11-22-40-5,Cardium,Willesden Green,Cardium Undefined,DLS,04-21-040-05-W5,40,W5,5,21,4,-114.672583,52.451733999999995,040-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,11-22-040-05-W5,040-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.639058,52.460249,40,W5,5,22,11,991.4,996.7,4617,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-07-05T00:00:00Z,2019-07-13T00:00:00Z,2019-07-15T00:00:00Z,8,577.13,1848.4,Directional,Canada,AER,AB2,Foothills Front,4630,2019-08-10T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2468.9697817487745,0,156.709425,17659.87146,3746,0,2.632451820369246e-5
1267,2616397,Alberta,0491330,100132004005W500,Baccalieu Energy Inc.,8660,China Oil And Gas Group Limited,Baccalieu Energy Inc.,8660,China Oil And Gas Group Limited,2018-10-05T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,BACCALIEU HZ WILLGR 13-20-40-5,Cardium,Willesden Green,Commingled Pool 007,DLS,04-21-040-05-W5,40,W5,5,21,4,-114.672124,52.451912,040-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,13-20-040-05-W5,040-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.695677,52.463817000000006,40,W5,5,20,13,992.7,996.5,4110,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ensign Drilling Inc.,2018-10-25T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T00:00:00Z,8,513.75,1854.74,Directional,Canada,AER,AB2,Foothills Front,4150,2018-11-14T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2078.7943136549407,0,165.28032696,38965.939979999996,8527,0,7.07977974387587e-5
1268,2620098,Alberta,0493925,100071804005W500,Baccalieu Energy Inc.,8660,China Oil And Gas Group Limited,Baccalieu Energy Inc.,8660,China Oil And Gas Group Limited,2019-03-06T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,BACCALIEU HZ WILLGR 7-18-40-5,Cardium,Willesden Green,Cardium Undefined,DLS,16-06-040-05-W5,40,W5,5,6,16,-114.702067,52.419495,040-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,07-18-040-05-W5,040-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.70760600000001,52.442294,40,W5,5,18,7,955.7,960.8,4449,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-03-13T00:00:00Z,2019-03-21T00:00:00Z,2019-03-22T00:00:00Z,8,556.13,1853.96,Directional,Canada,AER,AB2,Foothills Front,4575,2019-07-15T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2565.762823003657,0,44.05874448,28739.35416,4776,0,3.605856345582373e-5
1269,2614813,Alberta,0490336,102042304410W500,Bellatrix Exploration Ltd.,939,Bellatrix Exploration Ltd.,Bellatrix Exploration Ltd.,939,Bellatrix Exploration Ltd.,2018-08-03T00:00:00Z,Flowing,Active,Gas,Gas,NA,NA,NA,BELLATRIX CRDM FERRIER 4-23-44-10,Cardium,Ferrier,Cardium Undefined,DLS,16-14-044-10-W5,44,W5,10,14,16,-115.333642,52.798935,044-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,04-23-044-10-W5,044-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.353536,52.800785999999995,44,W5,10,23,4,1039.2,1045.3,3667,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Akita Drilling Ltd,2018-09-06T00:00:00Z,2018-09-12T00:00:00Z,2018-09-14T00:00:00Z,6,611.17,2106.62,Directional,Canada,AER,AB2,Foothills Front,3445,2018-11-09T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1358.3999252112626,0.62898,666.46796856,0,10011,88.68618,8.627554397286341e-5
1270,2616396,Alberta,0491329,100011704005W500,Baccalieu Energy Inc.,8660,China Oil And Gas Group Limited,Baccalieu Energy Inc.,8660,China Oil And Gas Group Limited,2018-10-05T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,BACCALIEU HZ WILLGR 1-17-40-5,Cardium,Willesden Green,Commingled Pool 007,DLS,04-21-040-05-W5,40,W5,5,21,4,-114.672124,52.451822,040-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,01-17-040-05-W5,040-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.67518700000001,52.436974,40,W5,5,17,1,992.5,996.5,3447,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ensign Drilling Inc.,2018-10-16T00:00:00Z,2018-10-22T00:00:00Z,2018-10-24T00:00:00Z,6,574.5,1856.64,Directional,Canada,AER,AB2,Foothills Front,3500,2018-11-17T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1665.9059218634377,0,41.9539824,16134.59496,8101,0,6.779578747221553e-5
1271,2580767,Alberta,0470940,102121704107W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2014-10-28T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,YANGARRA HZ WILLGR 12-17-41-7,Cardium,Willesden Green,Commingled Pool 007,DLS,12-16-041-07-W5,41,W5,7,16,12,-114.95705900000002,52.531202,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,12-17-041-07-W5,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.983126,52.531968000000006,41,W5,7,17,12,1007.4,1013.1,3635,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2015-02-20T00:00:00Z,2015-03-03T00:00:00Z,2015-03-06T00:00:00Z,11,330.45,2035.55,Horizontal,Canada,AER,AB2,Foothills Front,3635.1,2015-03-18T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1771.867412098986,0,48.28945752,29571.4947,38565,7618.20576,0.008265817901234568
1272,2610557,Alberta,0487784,104130904107W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2018-01-23T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,YANGARRA HZ WILLGR 13-9-41-7,Cardium,Willesden Green,Commingled Pool 007,DLS,13-11-041-07-W5,41,W5,7,11,13,-114.909101,52.520545,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,13-09-041-07-W5,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.960123,52.520529,41,W5,7,9,13,1025.5,1031.3,5301,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-01-27T00:00:00Z,2018-02-06T00:00:00Z,2018-02-09T00:00:00Z,10,530.1,2050.35,Horizontal,Canada,AER,AB2,Foothills Front,5266.3,2018-03-05T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,3464.9452715402003,0,42.730908,33061.07574,15093,0,1.5527777777777778e-4
1273,2608534,Alberta,0486384,100032604108W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2017-11-17T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,YANGARRA HZ WILLGR 3-26-41-8,Cardium,Willesden Green,Commingled Pool 007,DLS,03-02-042-08-W5,42,W5,8,2,3,-115.050193,52.583966000000004,042-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,03-26-041-08-W5,041-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.046567,52.55305799999999,41,W5,8,26,3,905.7,911.5,5253,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-01-11T00:00:00Z,2018-01-21T00:00:00Z,2018-01-24T00:00:00Z,10,525.3,1968.41,Horizontal,Canada,AER,AB2,Foothills Front,5191.6,2018-02-22T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,3449.9670034464366,0,404.13903971999997,60368.87142,14569,0,1.5204931035634373e-4
1274,2585130,Alberta,0474211,102012604108W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2015-01-12T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,YANGARRA HZ 102 FERRIER 1-26-41-8,Cardium,Willesden Green,Commingled Pool 007,DLS,10-35-041-08-W5,41,W5,8,35,10,-115.040148,52.57657,041-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,01-26-041-08-W5,041-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.03901599999999,52.55381800000001,41,W5,8,26,1,908,913.8,4320,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2015-05-23T00:00:00Z,2015-06-02T00:00:00Z,2015-06-04T00:00:00Z,10,432,1954.6,Horizontal,Canada,AER,AB2,Foothills Front,4500,2015-08-31T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2534.27903107831,0,514.49778972,62384.75232,31510,6910.60326,0.0025151660280970625
1275,2583362,Alberta,0472966,100162804107W500,Inplay Oil Corp.,8456,InPlay Oil Corp.,Inplay Oil Corp.,8456,InPlay Oil Corp.,2014-12-11T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,ANDERSON HZ WILLGR 16-28-41-7,Cardium,Willesden Green,Commingled Pool 007,DLS,01-28-041-07-W5,41,W5,7,28,1,-114.93974299999999,52.553076000000004,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,16-28-041-07-W5,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.939103,52.56581800000001,41,W5,7,28,16,1005.8,1011.2,3617,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Crusader Drilling Corp.,2015-01-13T00:00:00Z,2015-01-25T00:00:00Z,2015-01-28T00:00:00Z,12,301.42,1989.96,Horizontal,Canada,AER,AB2,Foothills Front,3615,2015-02-13T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1419.2419671303214,0,107.49471972,108207.20328,42178,2690.14746,0.028715958605664487
1276,2600464,Alberta,0482301,100152804107W500,Inplay Oil Corp.,8456,InPlay Oil Corp.,Inplay Oil Corp.,8456,InPlay Oil Corp.,2017-01-09T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,INPLAY OIL WILLGR 15-28-41-7,Cardium,Willesden Green,Commingled Pool 007,DLS,01-28-041-07-W5,41,W5,7,28,1,-114.93996200000001,52.553076000000004,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,15-28-041-07-W5,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.943358,52.565815,41,W5,7,28,15,1005.9,1011.1,3555,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2017-03-16T00:00:00Z,2017-03-24T00:00:00Z,2017-03-26T00:00:00Z,8,444.38,1990.86,Horizontal,Canada,AER,AB2,Foothills Front,3400,2017-06-17T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1436.841230322525,0,101.91144984,49412.6688,22624,213.85320000000002,3.2487822810403454e-4
1277,2613161,Alberta,0489490,103022304107W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2018-06-06T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,YANGARRA HZ 103 WILLGR 2-23-41-7,Cardium,Willesden Green,Commingled Pool 007,DLS,01-26-041-07-W5,41,W5,7,26,1,-114.89350300000001,52.554981000000005,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-23-041-07-W5,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.89958999999999,52.538268,41,W5,7,23,2,1069.8,1073.9,3804,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-07-28T00:00:00Z,2018-08-05T00:00:00Z,2018-08-07T00:00:00Z,8,475.5,2024.66,Directional,Canada,AER,AB2,Foothills Front,3766,2018-09-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1905.9452192544882,0,29.2583118,16662.938159999998,11065,0,9.813573151695757e-5
1278,2613160,Alberta,0489489,102022304107W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2018-06-06T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,YANGARRA HZ 102 WILLGR 2-23-41-7,Cardium,Willesden Green,Commingled Pool 007,DLS,01-26-041-07-W5,41,W5,7,26,1,-114.89328200000001,52.554981000000005,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-23-041-07-W5,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.89740800000001,52.538236,41,W5,7,23,2,1069.1,1073.5,3754,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-07-18T00:00:00Z,2018-07-25T00:00:00Z,2018-07-27T00:00:00Z,7,536.29,2024.52,Directional,Canada,AER,AB2,Foothills Front,3712,2018-09-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1885.1102568352117,0,14.7086142,8713.25994,8884,0,7.946219016543592e-5
1279,2613159,Alberta,0489488,100022304107W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2018-06-06T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,YANGARRA HZ WILLGR 2-23-41-7,Cardium,Willesden Green,Commingled Pool 007,DLS,01-26-041-07-W5,41,W5,7,26,1,-114.89306100000002,52.55498000000001,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-23-041-07-W5,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.895283,52.538268,41,W5,7,23,2,1069,1073.9,3705,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-07-09T00:00:00Z,2018-07-16T00:00:00Z,2018-07-17T00:00:00Z,7,529.29,2022.61,Directional,Canada,AER,AB2,Foothills Front,3680,2018-09-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1866.622414128639,0,9.022931400000001,6664.0431,10993,0,9.901462746793487e-5
1280,2613158,Alberta,0489487,102012304107W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2018-06-06T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,YANGARRA HZ 102 WILLGR 1-23-41-7,Cardium,Willesden Green,Commingled Pool 007,DLS,01-26-041-07-W5,41,W5,7,26,1,-114.89283999999999,52.55498000000001,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-23-041-07-W5,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.893051,52.538295,41,W5,7,23,1,1068.7,1073.8,3690,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-06-29T00:00:00Z,2018-07-06T00:00:00Z,2018-07-08T00:00:00Z,7,527.14,2018.3,Directional,Canada,AER,AB2,Foothills Front,3660,2018-09-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1857.5689411409212,0,4.95819792,5067.69186,7693,0,6.983478576615831e-5
1281,2613157,Alberta,0489486,100012304107W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2018-06-06T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,YANGARRA HZ WILLGR 1-23-41-7,Cardium,Willesden Green,Commingled Pool 007,DLS,01-26-041-07-W5,41,W5,7,26,1,-114.892619,52.55498000000001,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-23-041-07-W5,041-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.89099399999999,52.538237,41,W5,7,23,1,1067.7,1074.3,3706,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-06-19T00:00:00Z,2018-06-26T00:00:00Z,2018-06-28T00:00:00Z,7,529.43,2016.54,Directional,Canada,AER,AB2,Foothills Front,3670,2018-09-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1867.2297459641925,0,12.90402792,10419.0537,9397,0,8.597752891231152e-5
