,EPAssetsId,Province,LicenceNumber,UWI,CurrentOperator,CurrentOperatorParent,CurrentOperatorParentName,Licensee,LicenseeParentCompany,LicenseeParentCompanyName,LicenceDate,CurrentStatus,CurrentStatusStandardised,WellType,WellTypeStandardised,ConfidentialReleaseDate,AbandonDate,SurfAbandonDate,WellName,Formation,Field,Pool,SurveySystem,Surf_Location,Surf_Township,Surf_Meridian,Surf_Range,Surf_Section,Surf_LSD,Surf_Longitude,Surf_Latitude,Surf_TownshipRange,Surf_QuarterUnit,Surf_Unit,Surf_Block,Surf_NTSMapSheet,Surf_Series,Surf_Area,Surf_Sheet,Surf_QuarterSection,BH_Location,BH_TownshipRange,BH_QuarterUnit,BH_Unit,BH_Block,BH_NTSMapSheet,BH_Series,BH_Area,BH_Sheet,BH_QuarterSection,BH_Longitude,BH_Latitude,BH_Township,BH_Meridian,BH_Range,BH_Section,BH_LSD,GroundElevation,KBElevation,TotalDepth,LaheeClass,Confidential,SurfaceOwner,OSArea,OSDeposit,DrillingContractor,SpudDate,FinalDrillDate,RigReleaseDate,DaysDrilling,DrillMetresPerDay,TVD,WellProfile,Country,RegulatoryAgency,PSACAreaCode,PSACAreaName,ProjectedDepth,StatusDate,StatusSource,UnitID,UnitName,UnitFlag,Municipality,CompletionDate,Agent,_Completed`Flag,_Perf`Flag,Match
915,2613189,Alberta,0489502,100033306608W600,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2018-06-08 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,WHITECAP HZ WAPITI 3-33-66-8,Cardium,Wapiti,Commingled MFP9529,DLS,05-32-066-08-W6,66,W6,8,32,5,-119.18166299999999,54.754932,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,03-33-066-08-W6,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-119.147732,54.750404,66,W6,8,33,3,916.0,921.0,3932.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-02-19 00:00:00.000,2019-02-28 00:00:00.000,2019-03-01 00:00:00.000,9.0,436.89,1386.44,Directional,Canada,AER,AB2,Foothills Front,3900.0,2019-05-25 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
916,2611649,Alberta,0488444,102133006608W600,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2018-03-05 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,WHITECAP 102 HZ WAPITI 13-30-66-8,Cardium,Wapiti,Commingled MFP9529,DLS,10-29-066-08-W6,66,W6,8,29,10,-119.16641200000001,54.744856999999996,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,13-30-066-08-W6,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-119.206848,54.74537900000001,66,W6,8,30,13,1021.3,1026.5,3974.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2018-03-08 00:00:00.000,2018-03-16 00:00:00.000,2018-03-17 00:00:00.000,8.0,496.75,1480.54,Horizontal,Canada,AER,AB2,Foothills Front,3971.0,2018-03-30 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
917,2590765,Alberta,0476412,100082506608W602,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2015-07-30 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,MODERN HZ WAPITI 8-25-66-8,Cardium,Wapiti,Commingled MFP9529,DLS,04-25-066-08-W6,66,W6,8,25,4,-119.08166000000001,54.736711,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,08-25-066-08-W6,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-119.05946399999999,54.740241000000005,66,W6,8,25,8,975.0,980.1,2935.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-09-27 00:00:00.000,2015-10-10 00:00:00.000,2015-10-12 00:00:00.000,13.0,225.77,1439.58,Horizontal,Canada,AER,AB2,Foothills Front,,2015-11-02 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
918,2612357,Alberta,0488997,100132106608W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2018-04-27 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,MODERN HZ WAPITI 13-21-66-8,Cardium,Wapiti,Commingled MFP9529,DLS,16-21-066-08-W6,66,W6,8,21,16,-119.135227,54.732006000000005,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,13-21-066-08-W6,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-119.156253,54.733253000000005,66,W6,8,21,13,997.6,1002.5,2773.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2018-07-10 00:00:00.000,2018-07-16 00:00:00.000,2018-07-18 00:00:00.000,6.0,462.17,1479.05,Directional,Canada,AER,AB2,Foothills Front,2818.7,2019-07-20 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
919,2612588,Alberta,0489023,1W0041006608W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2018-05-03 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,MODERN 102 HZ WAPITI 4-10-66-8,Cardium,Wapiti,Cardium AA,DLS,04-09-066-08-W6,66,W6,8,9,4,-119.155753,54.691598,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-10-066-08-W6,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-119.13306399999999,54.692879000000005,66,W6,8,10,4,986.0,990.1,2904.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2018-07-20 00:00:00.000,2018-07-29 00:00:00.000,2018-07-31 00:00:00.000,9.0,322.67,1523.83,Directional,Canada,AER,AB2,Foothills Front,2786.6,2018-08-26 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
920,2588540,Alberta,0476594,103130506608W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2015-08-14 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,MODERN HZ 103 WAPITI 13-5-66-8,Cardium,Wapiti,Cardium AA,DLS,16-05-066-08-W6,66,W6,8,5,16,-119.159848,54.689476,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,13-05-066-08-W6,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-119.18296699999999,54.689719,66,W6,8,5,13,992.3,997.9,2954.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-10-29 00:00:00.000,2015-11-06 00:00:00.000,2015-11-08 00:00:00.000,8.0,369.25,1529.35,Horizontal,Canada,AER,AB2,Foothills Front,2865.2,2016-04-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
921,2588541,Alberta,0476595,100160406608W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2015-08-14 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,MODERN HZ WAPITI 16-4-66-8,Cardium,Wapiti,Cardium AA,DLS,16-05-066-08-W6,66,W6,8,5,16,-119.15969299999999,54.689471999999995,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,16-04-066-08-W6,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-119.135074,54.68799,66,W6,8,4,16,992.4,997.9,3097.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-10-17 00:00:00.000,2015-10-27 00:00:00.000,2015-10-29 00:00:00.000,10.0,309.7,1531.55,Horizontal,Canada,AER,AB2,Foothills Front,3096.7,2016-04-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
922,2598068,Alberta,0481615,102110306608W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2016-11-24 00:00:00.000,Gas Lift,Active,Crude Oil,Oil,,,,MODERN HZ 102 WAPITI 11-3-66-8,Cardium,Wapiti,Cardium AA,DLS,16-05-066-08-W6,66,W6,8,5,16,-119.16001599999998,54.689301,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,11-03-066-08-W6,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-119.12076,54.683620999999995,66,W6,8,3,11,992.1,997.9,4084.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2017-01-01 00:00:00.000,2017-01-19 00:00:00.000,2017-01-22 00:00:00.000,18.0,226.89,1542.64,Horizontal,Canada,AER,AB2,Foothills Front,4101.1,2017-03-18 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
923,2598067,Alberta,0481614,100110306608W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2016-11-24 00:00:00.000,Gas Lift,Active,Crude Oil,Oil,,,,MODERN HZ WAPITI 11-3-66-8,Cardium,Wapiti,Cardium AA,DLS,16-05-066-08-W6,66,W6,8,5,16,-119.15986200000002,54.689296999999996,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,11-03-066-08-W6,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-119.12073000000001,54.685970999999995,66,W6,8,3,11,992.2,998.06,3960.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2016-12-05 00:00:00.000,2016-12-27 00:00:00.000,2016-12-30 00:00:00.000,22.0,180.0,1542.3,Horizontal,Canada,AER,AB2,Foothills Front,3959.6,2018-08-25 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
924,2606896,Alberta,0485496,102143106607W600,Husky Oil Operations Limited,334,Husky Energy Inc.,Husky Oil Operations Limited,334,Husky Energy Inc.,2017-09-20 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,HUSKY 102 HZ WAPITI 14-31-66-7,Cardium,Wapiti,Commingled MFP9529,DLS,13-30-066-07-W6,66,W6,7,30,13,-119.05720900000001,54.745902,066-07-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,14-31-066-07-W6,066-07-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-119.04915700000001,54.761222,66,W6,7,31,14,874.1,880.4,3018.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2017-11-26 00:00:00.000,2017-12-05 00:00:00.000,2017-12-16 00:00:00.000,9.0,335.33,1326.25,Horizontal,Canada,AER,AB2,Foothills Front,3115.0,2018-02-10 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
925,2606647,Alberta,0485266,100133106607W600,Husky Oil Operations Limited,334,Husky Energy Inc.,Husky Oil Operations Limited,334,Husky Energy Inc.,2017-09-05 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,HUSKY HZ WAPITI 13-31-66-7,Cardium,Wapiti,Commingled MFP9529,DLS,13-30-066-07-W6,66,W6,7,30,13,-119.057418,54.746033999999995,066-07-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,13-31-066-07-W6,066-07-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-119.054576,54.76195,66,W6,7,31,13,875.8,880.5,2978.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2017-11-14 00:00:00.000,2017-11-21 00:00:00.000,2017-11-24 00:00:00.000,7.0,425.43,1328.7,Horizontal,Canada,AER,AB2,Foothills Front,2980.0,2018-02-10 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
926,2589096,Alberta,0476908,100081806607W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2015-09-11 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,MODERN HZ WAPITI 8-18-66-7,Cardium,Wapiti,Commingled MFP9529,DLS,04-18-066-07-W6,66,W6,7,18,4,-119.054927,54.706863,066-07-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,08-18-066-07-W6,066-07-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-119.034291,54.710347999999996,66,W6,7,18,8,920.3,925.5,2796.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-11-11 00:00:00.000,2015-11-19 00:00:00.000,2015-11-20 00:00:00.000,8.0,349.5,1411.9,Horizontal,Canada,AER,AB2,Foothills Front,2830.4,2016-04-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
927,2589097,Alberta,0476909,100011806607W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2015-09-11 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,MODERN HZ WAPITI 1-18-66-7,Cardium,Wapiti,Commingled MFP9529,DLS,04-18-066-07-W6,66,W6,7,18,4,-119.05508300000001,54.706863,066-07-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,01-18-066-07-W6,066-07-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-119.03423000000001,54.70553,66,W6,7,18,1,920.4,925.6,2734.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-11-21 00:00:00.000,2015-11-29 00:00:00.000,2015-11-30 00:00:00.000,8.0,341.75,1421.32,Horizontal,Canada,AER,AB2,Foothills Front,2737.9,2018-08-24 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
929,2582248,Alberta,0472176,102042606406W600,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,2014-11-25 00:00:00.000,Flowing,Active,Gas,Gas,,,,LONG RUN HZ 102 KAKWA 4-26-64-6,Cardium,Kakwa,Cardium Undefined,DLS,13-24-064-06-W6,64,W6,6,24,13,-118.77954799999999,54.559224,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,04-26-064-06-W6,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-118.80308899999999,54.561411,64,W6,6,26,4,838.6,842.9,2971.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2015-11-05 00:00:00.000,2015-11-16 00:00:00.000,2015-11-19 00:00:00.000,11.0,270.09,1506.5,Horizontal,Canada,AER,AB2,Foothills Front,3000.0,2015-12-12 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
932,2595466,Alberta,0480148,102012506406W600,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,2016-08-22 00:00:00.000,Flowing,Active,Gas,Gas,,,,LONG RUN HZ 102 KAKWA 1-25-64-6,Cardium,Kakwa,Main Cardium JJ,DLS,13-24-064-06-W6,64,W6,6,24,13,-118.78000800000001,54.559369,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,01-25-064-06-W6,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-118.75851399999999,54.561257,64,W6,6,25,1,838.6,843.8,2862.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2016-09-23 00:00:00.000,2016-10-05 00:00:00.000,2016-10-07 00:00:00.000,12.0,238.5,1517.07,Horizontal,Canada,AER,AB2,Foothills Front,3000.0,2016-12-14 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
934,2592604,Alberta,0479194,100092406406W600,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,2016-03-23 00:00:00.000,Flowing,Active,Gas,Gas,,,,LONG RUN HZ KAKWA 9-24-64-6,Cardium,Kakwa,Main Cardium JJ,DLS,05-24-064-06-W6,64,W6,6,24,5,-118.777423,54.550284,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,09-24-064-06-W6,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-118.75823700000001,54.554343,64,W6,6,24,9,902.9,908.1,2858.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2016-11-22 00:00:00.000,2016-12-02 00:00:00.000,2016-12-03 00:00:00.000,10.0,285.8,1586.46,Horizontal,Canada,AER,AB2,Foothills Front,3000.0,2017-01-09 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1023,2594197,Alberta,0479605,100121306406W600,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,2016-06-03 00:00:00.000,Flowing,Active,Gas,Gas,,,,LONG RUN HZ KAKWA 12-13-64-6,Cardium,Kakwa,Main Cardium JJ,DLS,09-13-064-06-W6,64,W6,6,13,9,-118.756006,54.541196,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,12-13-064-06-W6,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-118.777818,54.53986,64,W6,6,13,12,954.5,960.5,2973.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2016-12-28 00:00:00.000,2017-01-10 00:00:00.000,2017-01-11 00:00:00.000,13.0,228.69,1647.31,Horizontal,Canada,AER,AB2,Foothills Front,3000.0,2017-03-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1024,2594194,Alberta,0479593,100051306406W600,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,2016-06-02 00:00:00.000,Flowing,Active,Gas,Gas,,,,LONG RUN HZ KAKWA 5-13-64-6,Cardium,Kakwa,Main Cardium JJ,DLS,08-13-064-06-W6,64,W6,6,13,8,-118.756101,54.536436,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,05-13-064-06-W6,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-118.778704,54.536312,64,W6,6,13,5,932.5,936.5,2970.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2017-01-29 00:00:00.000,2017-02-09 00:00:00.000,2017-02-11 00:00:00.000,11.0,270.0,1625.81,Horizontal,Canada,AER,AB2,Foothills Front,3000.0,2017-03-20 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1032,2594198,Alberta,0479606,100161806405W600,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,2016-06-03 00:00:00.000,Flowing,Active,Gas,Gas,,,,LONG RUN HZ KAKWA 16-18-64-5,Cardium,Kakwa,Cardium Undefined,DLS,09-13-064-06-W6,64,W6,6,13,9,-118.75615800000001,54.541298,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,16-18-064-05-W6,064-05-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-118.73318300000001,54.54385500000001,64,W6,5,18,16,953.4,959.4,3095.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2016-12-06 00:00:00.000,2016-12-18 00:00:00.000,2016-12-20 00:00:00.000,12.0,257.92,1647.18,Horizontal,Canada,AER,AB2,Foothills Front,3000.0,2017-03-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1036,2594196,Alberta,0479595,100011806405W600,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,2016-06-02 00:00:00.000,Flowing,Active,Gas,Gas,,,,LONG RUN HZ KAKWA 1-18-64-5,Cardium,Kakwa,Cardium Undefined,DLS,08-13-064-06-W6,64,W6,6,13,8,-118.75599799999999,54.536315,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-18-064-05-W6,064-05-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-118.73291299999998,54.53199300000001,64,W6,5,18,1,933.4,937.1,3198.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2017-01-13 00:00:00.000,2017-01-26 00:00:00.000,2017-01-28 00:00:00.000,13.0,246.0,1635.49,Horizontal,Canada,AER,AB2,Foothills Front,3000.0,2017-03-20 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1064,2612747,Alberta,0489175,102130506808W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2018-05-15 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,MODERN 102 HZ WAPITI 13-5-68-8,Cardium,Wapiti,Commingled MFP9529,DLS,12-04-068-08-W6,68,W6,8,4,12,-119.16786499999999,54.860684,068-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,13-05-068-08-W6,068-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-119.19349799999999,54.864034,68,W6,8,5,13,818.8,823.6,2746.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-07-07 00:00:00.000,2019-07-12 00:00:00.000,2019-07-14 00:00:00.000,5.0,549.2,1136.79,Directional,Canada,AER,AB2,Foothills Front,2634.1,2019-09-07 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1065,2612748,Alberta,0489174,100130506808W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2018-05-15 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,MODERN HZ WAPITI 13-5-68-8,Cardium,Wapiti,Commingled MFP9529,DLS,12-04-068-08-W6,68,W6,8,4,12,-119.168151,54.860353,068-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,13-05-068-08-W6,068-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-119.19343400000001,54.861996,68,W6,8,5,13,820.4,823.4,2640.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2018-06-29 00:00:00.000,2018-07-05 00:00:00.000,2018-07-07 00:00:00.000,6.0,440.0,1140.74,Directional,Canada,AER,AB2,Foothills Front,2761.6,2018-08-04 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1066,2621087,Alberta,0494576,100120506808W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2019-05-24 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,MODERN HZ WAPITI 12-5-68-8,Cardium,Wapiti,Commingled MFP9529,DLS,12-04-068-08-W6,68,W6,8,4,12,-119.168067,54.860549,068-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,12-05-068-08-W6,068-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-119.19346499999999,54.859136,68,W6,8,5,12,818.6,823.3,2645.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-06-22 00:00:00.000,2019-06-27 00:00:00.000,2019-06-29 00:00:00.000,5.0,529.0,1139.12,Directional,Canada,AER,AB2,Foothills Front,2646.0,2019-09-07 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1067,2622425,Alberta,0495503,102050506808W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2019-08-20 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,MODERN 102 HZ WAPITI 5-5-68-8,Cardium,Wapiti,Wapiti Undefined,DLS,05-04-068-08-W6,68,W6,8,4,5,-119.16765500000001,54.854406999999995,068-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,05-05-068-08-W6,068-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-119.193673,54.854676,68,W6,8,5,5,836.0,840.6,2645.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-09-21 00:00:00.000,2019-09-26 00:00:00.000,2019-09-28 00:00:00.000,5.0,529.0,1161.58,Directional,Canada,AER,AB2,Foothills Front,2650.6,2019-11-17 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1068,2622424,Alberta,0495502,100050506808W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2019-08-20 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,MODERN HZ WAPITI 5-5-68-8,Cardium,Wapiti,Wapiti Undefined,DLS,05-04-068-08-W6,68,W6,8,4,5,-119.167526,54.854457999999994,068-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,05-05-068-08-W6,068-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-119.193708,54.856933,68,W6,8,5,5,835.8,840.6,2728.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-09-14 00:00:00.000,2019-09-19 00:00:00.000,2019-09-20 00:00:00.000,5.0,545.6,1162.41,Directional,Canada,AER,AB2,Foothills Front,2733.8,2019-11-17 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
